Tweet ID,Tweet created date,Tweet,Retweet count,Tweet source,User ID,User location,User follower,User name,Friends count,Status count,Language,Tweeted date
8.42E+17,Thu Mar 16 15:09:16 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter Web Client,2502963289,Northeast  India,None,ajayboro889,868,577,en,16-03-2017
8.42E+17,Thu Mar 16 15:09:59 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,2984435174,kalyan,None,singh_355,214,485,en,16-03-2017
8.42E+17,Thu Mar 16 15:10:29 +0000 2017,#Honor6x or #OppoF1S I m getting 4gb variant of both  @ 15999 Which one is wise buy? Pls Help! PS:Dint like #MotoG5Plus  @amitbhawani,0,Twitter for Android,7.29E+17,New Delhi  India,None,FoneFry,82,271,en,16-03-2017
8.42E+17,Thu Mar 16 15:10:43 +0000 2017,#Honor6x or #OppoF1S I m getting 4gb variant of both  @ 15999 Which one is wise buy? Pls Help! PS:Dint like #MotoG5Plus  @aatechnology_in,0,Twitter for Android,7.29E+17,New Delhi  India,None,FoneFry,82,272,en,16-03-2017
8.42E+17,Thu Mar 16 15:10:54 +0000 2017,#Honor6x or #OppoF1S I m getting 4gb variant of both  @ 15999 Which one is wise buy? Pls Help! PS:Dint like #MotoG5Plus  @Dhananjay_Tech,0,Twitter for Android,7.29E+17,New Delhi  India,None,FoneFry,82,273,en,16-03-2017
8.42E+17,Thu Mar 16 15:11:10 +0000 2017,#Honor6x or #OppoF1S I m getting 4gb variant of both  @ 15999 Which one is wise buy? Pls Help! PS:Dint like #MotoG5Plus  @sharmajitech,0,Twitter for Android,7.29E+17,New Delhi  India,None,FoneFry,82,274,en,16-03-2017
8.42E+17,Thu Mar 16 15:12:17 +0000 2017,Ordered #motog5plus 32GB. https://t.co/dK278c9qPx,0,Twitter for Android,142968381,Near Charging Point,None,WittyManjeet,560,2836,en,16-03-2017
8.42E+17,Thu Mar 16 15:12:21 +0000 2017,Attention everyone! The #MotoG5Plus is here. Wait no more! #Moto,0,TweetDeck,7.33E+17,India,None,BestPriceOnIn,13,516,en,16-03-2017
8.42E+17,Thu Mar 16 15:12:22 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,8.05E+17,Kolkata  India,None,SahilSi86913613,472,6239,en,16-03-2017
8.42E+17,Thu Mar 16 15:13:22 +0000 2017,Attention everyone! The #MotoG5Plus is here. Wait no more! #Moto https://t.co/jPAin5RUYx,0,TweetDeck,7.33E+17,India,None,BestPriceOnIn,13,516,en,16-03-2017
8.42E+17,Thu Mar 16 15:15:23 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter Web Client,8.15E+17,Vellore  India,None,IamkamalE,168,9,en,16-03-2017
8.42E+17,Thu Mar 16 15:15:23 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter Web Client,8.15E+17,Vellore  India,None,IamkamalE,168,9,en,16-03-2017
8.42E+17,Thu Mar 16 15:15:33 +0000 2017,Ordered #motog5plus 32GB  https://t.co/wZ8t08tXo6,0,Twitter for Android,142968381,Near Charging Point,None,WittyManjeet,560,2837,en,16-03-2017
8.42E+17,Thu Mar 16 15:16:14 +0000 2017,Attention everyone! The #MotoG5Plus is here. Wait no more! #Moto https://t.co/jPAin5RUYx,0,TweetDeck,7.33E+17,India,None,BestPriceOnIn,13,516,en,16-03-2017
8.42E+17,Thu Mar 16 15:16:51 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,8.37E+17,Malappuram (Ernad)  India,None,Chutiasanuyaho1,93,54,en,16-03-2017
8.42E+17,Thu Mar 16 15:17:23 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,8.19E+17,Chunavd srigangangr,None,Pooja0949,154,973,en,16-03-2017
8.42E+17,Thu Mar 16 15:18:05 +0000 2017,RT @BestPriceOnIn: Attention everyone! The #MotoG5Plus is here. Wait no more! #Moto https://t.co/jPAin5RUYx,0,Twitter Web Client,3558008473,Vishakhapatnam  India,None,sehwag4u,14,140,en,16-03-2017
8.42E+17,Thu Mar 16 15:18:28 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,8.21E+17,Heart of salman khan,None,Faizk619,44,132,en,16-03-2017
8.42E+17,Thu Mar 16 15:20:47 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,4276141940,BIHAR  INDIA,None,subh_jha,12,4645,en,16-03-2017
8.42E+17,Thu Mar 16 15:20:47 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,8.36E+17,Kalyanpur  Bihar India,None,Anirudh26076340,15,47,en,16-03-2017
8.42E+17,Thu Mar 16 15:21:55 +0000 2017,@Shy_Srkian Hi! The #motog5plus  16 GB variant will be back in stock soon. Stay tuned for more updates!,0,Twitter for Android,2460859956,India,None,Moto_IND,387,16012,en,16-03-2017
8.42E+17,Thu Mar 16 15:22:03 +0000 2017,#motog5plus #themasksinger #FelizJueves #Grasse #BoycottHawaii #FreeAdviceIn5Words Un De Sceaux Garay Lacazette https://t.co/t5l6HvCdtb,0,Twitter Web Client,8.40E+17,N/A,None,factmaster2017,29,143,en-gb,16-03-2017
8.42E+17,Thu Mar 16 15:22:37 +0000 2017,RT @tech2eets: .@Moto_IND #MotoG5Plus launched in India; prices start from Rs 14 999 -  https://t.co/Bhj8ZkcaVO https://t.co/cNBfoWYbUY,0,Mobile Web (M5),8.00E+17,Nagercoil kanyakumari Tamil Nadu,None,jernic_roy,4,2,en-gb,16-03-2017
8.42E+17,Thu Mar 16 15:22:39 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Mobile Web (M5),3226588885,Jaipur  Rajasthan,None,ChoudhayMadan,149,18,en,16-03-2017
8.42E+17,Thu Mar 16 15:23:02 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter Web Client,4887576318,Nagaon  India,None,alimeher86,233,481,en,16-03-2017
8.42E+17,Thu Mar 16 15:24:34 +0000 2017,@Gurpartap_ Hi. Visit https://t.co/dlODZ1z0l4 to know more about exciting launch offers! #motog5plus,0,Twitter for Android,2460859956,India,None,Moto_IND,387,16014,en,16-03-2017
8.42E+17,Thu Mar 16 15:24:40 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,8.41E+17,New Delhi  India,None,Balramdass5,38,871,en,16-03-2017
8.42E+17,Thu Mar 16 15:25:00 +0000 2017,#MotoG5Plus https://t.co/goF4RaLhVa,0,Twitter for Android,243076926,India,None,Shakti_K,1158,281,en,16-03-2017
8.42E+17,Thu Mar 16 15:25:06 +0000 2017,https://t.co/u6vLIuEzY9 #motog5plus #MaayaSeasonFinale #IndiaTodayNeedsIndiaToday #HappyRich #DeliveredAsPromised #TimeToGetSmarter,0,Twitter Web Client,8.28E+17,New Delhi  India,None,keepupurhealth,58,19,en,16-03-2017
8.42E+17,Thu Mar 16 15:25:38 +0000 2017,@Shy_Srkian Hi! Stay tuned for more updates  on this. #motog5plus.,0,Twitter for Android,2460859956,India,None,Moto_IND,387,16015,en,16-03-2017
8.42E+17,Thu Mar 16 15:27:09 +0000 2017,@vaibhavshan We have all the necessary sensors and features in the #motog5plus to provide an awesome experience!,0,Twitter for Android,2460859956,India,None,Moto_IND,387,16016,en,16-03-2017
8.42E+17,Thu Mar 16 15:27:55 +0000 2017,@amitjarimalli Hi! We have all the necessary sensors and features in the #motog5plus to provide an awesome experience.,0,Twitter for Android,2460859956,India,None,Moto_IND,387,16017,en,16-03-2017
8.42E+17,Thu Mar 16 15:29:18 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,7.06E+17,Kolkata  India world. ,None,swarup44385814,37,14,en,16-03-2017
8.42E+17,Thu Mar 16 15:29:42 +0000 2017,Motor India. https://t.co/Su2OZzZENg,0,Twitter for Android,7.06E+17,Kolkata  India world. ,None,swarup44385814,37,14,en,16-03-2017
8.42E+17,Thu Mar 16 15:30:19 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,1644984601,New Delhi  India,None,deepankgrover,195,4,en,16-03-2017
8.42E+17,Thu Mar 16 15:32:08 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,56346511,Delhi,None,AntrikshNashier,840,6934,en,16-03-2017
8.42E+17,Thu Mar 16 15:32:38 +0000 2017,Not buying @Moto_IND G5 plus coz the discount offer on @Flipkart is discrimatory &amp; only for @TheOfficialSBI card ho... https://t.co/miBnTF5AHA,0,Twitter for Android,91354476,India,None,VlVEK,569,13519,en,16-03-2017
8.42E+17,Thu Mar 16 15:33:38 +0000 2017,https://t.co/OusuBLcOkQ   #budget  https://t.co/pghGgN2dFz #FreeAdviceIn5Words  #NationalPandaDay #ThursdayThoughts 18007988320  #motog5plus,0,Twitter Web Client,556797851,New Delhi  Delhi,None,NavneetJaypee,1370,7334,en,16-03-2017
8.42E+17,Thu Mar 16 15:35:49 +0000 2017,In a nutshell : But this is not a fairy tale where the prince and the princess (or sensor and aperture) lived happi... https://t.co/cvxz0g6boJ,0,Twitter for Android,838025564,India,None,Rkiyer_com,682,21890,en,16-03-2017
8.42E+17,Thu Mar 16 15:36:09 +0000 2017,RT @advaith11yo: who is the best #young bollywood actor #RanbirKapoor #RanveerSingh #varundhawan #SidharthMalhotra #Baahubali2trailer #hond...,0,Twitter for Android,7.17E+17,Bhopal India ,None,Singer_Janvi,230,26220,en,16-03-2017
8.42E+17,Thu Mar 16 15:36:16 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,3010814616,ALWAR RAJASTHAN ,None,sudha_insan,31,23986,en,16-03-2017
8.42E+17,Thu Mar 16 15:36:46 +0000 2017,@savneetster Hi! The all new #motog5plus features a TFT IPS display.,0,Twitter for Android,2460859956,India,None,Moto_IND,387,16020,en,16-03-2017
8.42E+17,Thu Mar 16 15:36:59 +0000 2017,@geekyranjit  @Gadgets360 claims that the #motog5plus heats up quite a lot during navigation. Could u pls confirm that? Thanks.,0,Twitter Web Client,223104785,Mountain View  CA,None,TheAnandTyagi,156,411,en,16-03-2017
8.42E+17,Thu Mar 16 15:38:44 +0000 2017,@Moto_IND #motog5plus Ordered Moto G5 Plus!!!! Waiting for to be delivered!!!,0,Twitter for Windows,4673541498,Kolkata,None,Aniketptr,31,45,en,16-03-2017
8.42E+17,Thu Mar 16 15:38:53 +0000 2017,Moto G5 Plus Launched in India Available at Flipkart For Rs 14 999 Read More Here-&gt; https://t.co/8tVvONzatB... https://t.co/jC2A7FzdEv,0,Twitter Web Client,133261227,New Delhi  India,None,actorankur,4931,37209,en,16-03-2017
8.42E+17,Thu Mar 16 15:39:25 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,8.21E+17,Punjab  India,None,Jagmeet91751841,7,130,en,16-03-2017
8.42E+17,Thu Mar 16 15:40:42 +0000 2017,Are u going to buy #motog5plus from @Flipkart #HappyRich #IndiaTodayNeedsIndiaToday Tigor #Baahubali2trailer,0,Twitter for Android,2940608375,India (Bharat),None,IamPKCofficial,300,632,en,16-03-2017
8.42E+17,Thu Mar 16 15:40:44 +0000 2017,@Moto_IND #motog5plus Ordered Moto G5 Plus!!!! Waiting for ---&gt; to be delivered!!!,0,Twitter for Windows,4673541498,Kolkata,None,Aniketptr,31,45,en,16-03-2017
8.42E+17,Thu Mar 16 15:42:48 +0000 2017,@Moto_IND how many #MotoG5Plus sold in a day ?,0,Twitter for Android,2350232070,Maharashtra  India,None,Aditya5547,430,152,en,16-03-2017
8.42E+17,Thu Mar 16 15:44:02 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,2930066875,Madanapalle India,None,SaiPrakashLee29,932,1824,en,16-03-2017
8.42E+17,Thu Mar 16 15:45:37 +0000 2017,https://t.co/W8NFsZlXQC #budget https://t.co/pghGgN2dFz #FreeAdviceIn5Words  #NationalPandaDay #ThursdayThoughts  #motog5plus #BoycottHawaii,0,Twitter Web Client,556797851,New Delhi  Delhi,None,NavneetJaypee,1370,7336,en,16-03-2017
8.42E+17,Thu Mar 16 15:45:39 +0000 2017,RT @Flipkart: Most of you guessed it right! Are you guys geared up to win the #MotoG5Plus and some more exciting prizes? RT this and we wil...,0,Twitter for Android,37366191,India,None,ppathak_,190,55808,en,16-03-2017
8.42E+17,Thu Mar 16 15:47:52 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,7.31E+17,India,None,aditya_nathan7,134,124,en,16-03-2017
8.42E+17,Thu Mar 16 15:48:40 +0000 2017,@Aniketptr Woot woot! Let us know about your #motog5plus experience.,0,Twitter for Android,2460859956,India,None,Moto_IND,387,16022,en,16-03-2017
8.42E+17,Thu Mar 16 15:48:59 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,8.06E+17,Kerala  India,None,that_ams,42,14,en,16-03-2017
8.42E+17,Thu Mar 16 15:49:51 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,3258396031,Agra  Uttar Pradesh,None,Rishi77457046,1724,460,en,16-03-2017
8.42E+17,Thu Mar 16 15:50:06 +0000 2017,@Moto_IND New Lyf brand is not added in exchange phone model list...I have Lyf water 7 for exchange..#MotoG5Plus,0,Twitter for Android,2418414072,Bharat,None,rashtra_prem,241,6596,en,16-03-2017
8.42E+17,Thu Mar 16 15:50:28 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for iPhone,8.38E+17,Thirukkuvalai  India,None,Mohan9092161375,572,575,en,16-03-2017
8.42E+17,Thu Mar 16 15:52:04 +0000 2017,https://t.co/qRFZtMo62m #MotoG5Plus,0,Twitter for Android,225871068,india,None,madanmanjhi,33,59,en,16-03-2017
8.42E+17,Thu Mar 16 15:52:37 +0000 2017,RT @amitbhawani: Only positive reviews for #MotoG5Plus!  Hehe not surprised because that s how lenovo works  share devices with those who t...,0,Twitter for Android,2435152332,New Delhi India,None,Jithin_phoenix,618,1136,en,16-03-2017
8.42E+17,Thu Mar 16 15:52:38 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,7.39E+17,New Delhi  India,None,ravisingh_05,34,76,en,16-03-2017
8.42E+17,Thu Mar 16 15:52:40 +0000 2017,Ordered #motog5plus for me  https://t.co/60O3nap8Z2,0,Twitter for Android,4733427108,    ,None,Gopal14796,181,1405,en,16-03-2017
8.42E+17,Thu Mar 16 15:52:45 +0000 2017,Friend has phone with screen scratches was doubtful about getting exchange offer for #MotoG5Plus @Flipkart Asked to... https://t.co/FeaTIFRMk3,0,Twitter for Android,78893127,Kerala/Mysore,None,sekhars88,8,4360,en,16-03-2017
8.42E+17,Thu Mar 16 15:53:27 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,7.82E+17,Coimbatore ,None,siva14121997,117,1145,en,16-03-2017
8.42E+17,Thu Mar 16 15:53:34 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,2347296824,Tughlakabad  New Delhi,None,sam_pitroda1991,67,48,en,16-03-2017
8.42E+17,Thu Mar 16 15:54:16 +0000 2017,CAN YOU name this European landmark? Correct guesses = bragging rights. #motog5Plus #LenovoIN... https://t.co/WZvSucBWbH,0,VoiceStorm,190539851,Fresno  CA,None,NerdFamily,32,1708,en,16-03-2017
8.42E+17,Thu Mar 16 15:54:16 +0000 2017,CAN YOU name this European landmark? Correct guesses = bragging rights. #motog5Plus #LenovoIN... https://t.co/KsRc2tZ1hh,0,VoiceStorm,18112154,Fresno  CA,None,NerdMom,1267,41533,en,16-03-2017
8.42E+17,Thu Mar 16 15:55:12 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,253565485,  haryana,None,ankitjindal5005,11,1229,en,16-03-2017
8.42E+17,Thu Mar 16 15:55:32 +0000 2017,RT @Fofa_SBL: plz listen https://t.co/j5iCHiCLnS  FLW PLZ @SuhilaBnLachhab https://t.co/fpDdZNJ7WA #SouhilaBenLachhab #PrayForPeru #...,0,Twitter for Android,3089994683,Alger                         ,None,SBen2014,73,55565,fr,16-03-2017
8.42E+17,Thu Mar 16 15:57:30 +0000 2017,Bought #MotoG5Plus 4GB model for under 11500 exchanging #Iphone5 with #sbi card offer. A very good bargain #Flipkart,0,Twitter for Android,78893127,Kerala/Mysore,None,sekhars88,8,4361,en,16-03-2017
8.42E+17,Thu Mar 16 15:57:39 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,8.31E+17,Najafgarh  New Delhi,None,Mutantgroup1,518,720,en,16-03-2017
8.42E+17,Thu Mar 16 15:57:50 +0000 2017,@Moto_IND @Flipkart #Uncompromise no compass sensor in #MotoG5Plus it was missing in g4 why?,0,Twitter for Android,77532865,Pune  India,None,amitjarimalli,257,111,en,16-03-2017
8.42E+17,Thu Mar 16 15:58:12 +0000 2017,#MotoG5Plus its tooo cool,0,Twitter Web Client,8.13E+17,New York  NY,None,FlixToons,1299,404,en,16-03-2017
8.42E+17,Thu Mar 16 15:58:59 +0000 2017,@Moto_IND @Flipkart Ordered #MotoG5Plus midnight yesterday (22 hours ago) But not packed or dispatched yet. no progress on my order.,0,Twitter Web Client,16708202,India,None,ggmittal,673,223,en,16-03-2017
8.42E+17,Thu Mar 16 16:00:41 +0000 2017,RT @Moto_IND: #uncompromise on a precision-crafted metal design with the new #motog5plus. Buy from @Flipkart  starting Rs 14 999!... ,0,Twitter for Android,4656024943,Chennimalai  India,None,ragavadina,267,2453,en,16-03-2017
8.42E+17,Thu Mar 16 16:01:03 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,5938472,Agarbatti Airstrip,None,rsrikanth05,342,134587,en,16-03-2017
8.42E+17,Thu Mar 16 16:02:31 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,8.39E+17,   ,None,AmaanRoy1,131,15,en,16-03-2017
8.42E+17,Thu Mar 16 16:02:38 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,2182370863,Kolkata  West Bengal.,None,TamoghnaP,1369,1666,en,16-03-2017
8.42E+17,Thu Mar 16 16:04:16 +0000 2017,The Specifications &amp; Highlights that make #MotoG5Plus an attractive #Smartphone https://t.co/jqhK2UdnwX via @Jy0tiAr0ra #motog5plus,0,Twitter Web Client,228823061,India,None,Jy0tiAr0ra,521,16026,en,16-03-2017
8.42E+17,Thu Mar 16 16:05:17 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,4656024943,Chennimalai  India,None,ragavadina,267,2466,en,16-03-2017
8.42E+17,Thu Mar 16 16:05:25 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,1042016882,Ahmedabad Gujarat,None,PruthvishPandya,1316,9478,en,16-03-2017
8.42E+17,Thu Mar 16 16:05:34 +0000 2017,RT @abpnewstv: #MotoG5Plus launched in India: Price  release date  specifications and more https://t.co/CfewA0tom0 https://t.co/LyK8N3p76H,0,Twitter for Android,1042016882,Ahmedabad Gujarat,None,PruthvishPandya,1316,9479,en,16-03-2017
8.42E+17,Thu Mar 16 16:05:34 +0000 2017,RT @tech2eets: #MotoG5Plus first impressions: The Moto G series in metal  https://t.co/bLyrddGYv9 @Moto_IND https://t.co/cSxucoJGtc,0,Twitter for Android,1042016882,Ahmedabad Gujarat,None,PruthvishPandya,1316,9480,en,16-03-2017
8.42E+17,Thu Mar 16 16:05:39 +0000 2017,RT @hitechup: The @Moto_IND #MotoG5Plus Pricing : 3+16 GB - 14 999; 4+32GB -  16 999 https://t.co/1mLOMzGduL,0,Twitter for Android,1042016882,Ahmedabad Gujarat,None,PruthvishPandya,1316,9481,en,16-03-2017
8.42E+17,Thu Mar 16 16:05:51 +0000 2017,RT @Moto_IND: #uncompromise on a precision-crafted metal design with the new #motog5plus. Buy from @Flipkart  starting Rs 14 999!... ,0,Twitter for Android,1851102890,Mumbai,None,rsrajdeepsingh,357,7222,en,16-03-2017
8.42E+17,Thu Mar 16 16:05:54 +0000 2017,RT @aatechnology_in: Lot of videos coming your way :) #MotoG5Plus https://t.co/nwzoPf0gTF,0,Twitter for Android,1042016882,Ahmedabad Gujarat,None,PruthvishPandya,1316,9482,en,16-03-2017
8.42E+17,Thu Mar 16 16:05:59 +0000 2017,RT @SachinSACHlN: Time when words make sense   #SachinSachin #MotoG5Plus #IndianIdolNahid #ComedyDialogues #NFBA2017... ,0,Twitter for Android,1042016882,Ahmedabad Gujarat,None,PruthvishPandya,1316,9483,en,16-03-2017
8.42E+17,Thu Mar 16 16:06:12 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,8.05E+17,Patna  India,None,subhamneeve,401,159,en,16-03-2017
8.42E+17,Thu Mar 16 16:07:44 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,8.40E+17,Mumbai  India,None,imMpalsani,173,31,en,16-03-2017
8.42E+17,Thu Mar 16 16:07:47 +0000 2017,The The highlights of #MotoG5Plus : https://t.co/WTH10lIOaC  #motog5plus #Uncompromise https://t.co/Kn5NGri2SG,0,Twitter Web Client,228823061,India,None,Jy0tiAr0ra,521,16027,en,16-03-2017
8.42E+17,Thu Mar 16 16:08:10 +0000 2017,@Flipkart What about refund policy on #MotoG5Plus ?? What if I don t like it and want to return it ?,0,Twitter Web Client,447999382,Tirupathi,None,pavanvvs,163,1479,en,16-03-2017
8.42E+17,Thu Mar 16 16:08:33 +0000 2017,@S_S_Kr @Flipkart @Moto_IND But none have the camera like #MotoG5Plus and being a #moto fan can t even think of any other brands :),0,Twitter Web Client,94257786,New Delhi  India,None,DebjitSen,1234,6484,en,16-03-2017
8.42E+17,Thu Mar 16 16:09:08 +0000 2017,@Flipkart Refund policy is the only thing that s bugging me of buying #MotoG5Plus Can someone shed some light ?,0,Twitter Web Client,447999382,Tirupathi,None,pavanvvs,163,1480,en,16-03-2017
8.42E+17,Thu Mar 16 16:10:51 +0000 2017,#jubjub #GoodNewsIn5Words #IndvAus #MotoG5Plus #ThursdayThoughts #CNNTownhall #SPM2016 #beautiful... https://t.co/AmzqPUViaH,0,Twitter for Android,7.05E+17,Washington  DC,None,lisa_cardon,2365,21453,en,16-03-2017
8.42E+17,Thu Mar 16 16:10:52 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,2361346298,Satara  India,None,iamAshu_N,293,831,en,16-03-2017
8.42E+17,Thu Mar 16 16:13:03 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter Web Client,7.53E+17,New Delhi  India,None,Anjali_Mehta009,463,466,en,16-03-2017
8.42E+17,Thu Mar 16 16:14:14 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,3137910469,Pune  India,None,ShubhUpadhyay53,294,2914,en,16-03-2017
8.42E+17,Thu Mar 16 16:16:14 +0000 2017,@geekyranjit can you please do the heat comparison of #MotoG5Plus with #MotoG4Plus because g4plus heated a lot.,0,Twitter for Android,2233286477,Bhopal  India,None,manitshubham,51,34,en,16-03-2017
8.42E+17,Thu Mar 16 16:16:40 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,7.85E+17,Earth,None,MridulMatt,1087,431,en,16-03-2017
8.42E+17,Thu Mar 16 16:17:16 +0000 2017,RT @Moto_IND: #Uncompromise on everything that you want in a phone with the #motog5plus. Starting at Rs.14 999  only on @Flipkart. https://...,0,Twitter for Android,453777957,Hyderabad  India,None,YLR11590,550,17470,en,16-03-2017
8.42E+17,Thu Mar 16 16:17:29 +0000 2017,Jy0tiAr0ra: The Specifications &amp; Highlights that make #MotoG5Plus an attractive #Smartphone https://t.co/dJVw1HCJjj via Jy0tiAr0ra #motog5...,0,IFTTT,2370371762,India,None,TechnoTreats,47,1696,en,16-03-2017
8.42E+17,Thu Mar 16 16:17:30 +0000 2017,Jy0tiAr0ra: The The highlights of #MotoG5Plus : https://t.co/fv11UD6lRW  #motog5plus #Uncompromise https://t.co/CvtfnAmzPT,0,IFTTT,2370371762,India,None,TechnoTreats,47,1697,en,16-03-2017
8.42E+17,Thu Mar 16 16:18:19 +0000 2017,#motog5plus bit overrated. Relatively #RedmiNote4 is cheap &amp; has similar specifications plus large screen big battery bt moto camera quality,0,Twitter Web Client,837606096,INDIA i.e. BHARATH -KARNATAKA,None,ShreyankaRanade,11,1015,en,16-03-2017
8.42E+17,Thu Mar 16 16:19:27 +0000 2017,RT @advaith11yo: who is the best #young bollywood actor #RanbirKapoor #RanveerSingh #varundhawan #SidharthMalhotra #Baahubali2trailer #hond...,0,Mobile Web (M5),3316690186,Varun s dream,None,Aarti_dvn,140,28166,en,16-03-2017
