twt_id,twt_created_at,twt_text,twt_rt_count,twt_source,twt_user_id,twt_user_location,twt_user_following,twt_user_screen_name,twt_user_friends_count,twt_user_statuses_count,twt_user_lang,twt_user_created_at
844906237456199680,Thu Mar 23 13:38:39 +0000 2017,In a globalized world system goods &amp; services usually have better #mobility &amp; #rights than humans. Why are we as a... ,0,,559727682,Germany | Thailand | Singapore,None,simonpeth,1445,2400,en,23-03-2017
844906248470380544,Thu Mar 23 13:38:41 +0000 2017,#Ireland warns against post-#Brexit 'race to bottom' for banks ,0,,9003482,Singapore,None,FHxoxo,1355,48776,en,23-03-2017
844906279676133376,Thu Mar 23 13:38:49 +0000 2017,  #brexit is making you poorer Food price rises drive inflation to three-year high ,0,,837213306,East  England,None,ian_mortimer_uk,231,3246,en,23-03-2017
844906282532425730,Thu Mar 23 13:38:50 +0000 2017,VIDEO: Stolen Seas: Brexit is an opportunity to right a grevious wrong //t.co/jkfFhvw05e #UKIP #Brexit,0,,221795831,Brussels/Strasbourg,None,ukipmeps,85,2467,en,23-03-2017
844906318263668737,Thu Mar 23 13:38:58 +0000 2017,  Sign up to the @NHSConfed_EU #Brexit bulletin for the latest Brexit news and information for health and care... ,0,,324964395,Stoke-on-Trent ,None,plumpypipsqueak,669,50033,en,23-03-2017
844906341516873729,Thu Mar 23 13:39:04 +0000 2017,  . We need to know  who is going to be in charge to deal with #brexit fallout? ...,0,,45645135,Duncormick Wexford Ireland,None,SineadScallanFF,2071,7123,en,23-03-2017
844906357518024705,Thu Mar 23 13:39:07 +0000 2017,#MAGA #News | #ZacharyHubbard #322 #Parliament #falseflag #Brexit #TheresaMay ritual #Belgium 2016 #LondonAttack... ,0,,78431908,Rancho Santa Margarita  CA,None,SlicksTweetz,4889,33949,en,23-03-2017
844906377554350080,Thu Mar 23 13:39:12 +0000 2017,Agreed  we will accept nothing less than total victory #stopbrexit ,0,,780840449963532288,Little England,None,TakingJobs,100,12712,en,23-03-2017
844906385049636864,Thu Mar 23 13:39:14 +0000 2017,  Brexit: UK lawyers and accountants 'could be banned from EU work' via //t.co/Al07lRasFz,0,,792782917638455296,Spain,None,BremainInSpain,413,1483,en,23-03-2017
844906388694487041,Thu Mar 23 13:39:15 +0000 2017,Para los islamistas su unica patria y su fidelidad es para el Coran y como en todas las religiones su interpretacio... ,0,,2279346062,Valle del Kas,None,leynoesjusticia,3885,36459,es,23-03-2017
844906388937736193,Thu Mar 23 13:39:15 +0000 2017,  Clapper The Crapper Knew About #TheHammer #MAGA #pedogate #TrumpTrain #AmericaFirst #ObamaGate #TCOT #MCGA... ,0,,285176569,United States,None,gregoryfcooper,110,104,en,23-03-2017
844906414556401664,Thu Mar 23 13:39:21 +0000 2017,  Trump Wiretapped #TheHammer #MAGA #pedogate #TrumpTrain #AmericaFirst #DrainTheSwamp #ObamaGate #TCOT #MCGA... ,0,,1706302074,Alameda  CA,None,alex_forreal,605,22100,en,23-03-2017
844906428984909825,Thu Mar 23 13:39:24 +0000 2017,  Yes: keep making it clear that the march on 25 March is STOP #BREXIT. There are no hard &amp; soft Brexits  there's onl... ,0,,227389244,London,None,Tonywauk,1521,53819,en,23-03-2017
844906439412006912,Thu Mar 23 13:39:27 +0000 2017,  #Brexit : //t.co/y5hVWV7VUz par @Ic...,0,,205970274,Martinique,None,Une_personne,310,46303,fr,23-03-2017
844906454993833985,Thu Mar 23 13:39:31 +0000 2017,  Brexit could see UK influence over AI dramatically decline  #brexit #ArtificialIntelligence... ,0,,3292921680,Colwyn Bay  Wales,None,WalesBuzz,1,202674,en-gb,23-03-2017
844906456436625409,Thu Mar 23 13:39:31 +0000 2017,  Whistleblower #DennisMontgomery Informed Us About #TheHammer#MAGA #pedogate #AmericaFirst #DrainTheSwamp... ,0,,721118837349957632,Jacksonville fl,None,Brendag38323989,2217,87964,en,23-03-2017
844906476527370240,Thu Mar 23 13:39:36 +0000 2017,  #GainsboroughStandard guest column: County will be better off after #Brexit  #SirEdwardLeigh... ,0,,186586956,Chesterfield  Derbyshire,None,BoltonHG,2336,986,en,23-03-2017
844906480717443072,Thu Mar 23 13:39:37 +0000 2017,  VIDEO: Stolen Seas: Brexit is an opportunity to right a grevious wrong //t.co/jkfFhvw05e #UKIP #...,0,,90468233,England,None,themsmint,412,22835,en,23-03-2017
844906482810474498,Thu Mar 23 13:39:37 +0000 2017,This attack on UK  let PM confortable on #Brexit legitimacy,0,,86406337,Portugal,None,franki_kuka,2101,133672,pt,23-03-2017
844906493686304768,Thu Mar 23 13:39:40 +0000 2017,  Threat to UK firms' credit rating from cliff-edge Brexit says Moody's via //...,0,,792782917638455296,Spain,None,BremainInSpain,413,1485,en,23-03-2017
844906506902536192,Thu Mar 23 13:39:43 +0000 2017,  UK millionaires think Brexit will make them even richer via //t.co/zSX0FsDThJ,0,,891138320,UK,None,baroncols,3608,26182,en,23-03-2017
844906509310054402,Thu Mar 23 13:39:44 +0000 2017,  EIGHT arrested in #LondonTerrorAttack. Now 40+ listed as injured  some critical #UKIP #BREXIT #Trump #teaparty https://t.c...,0,,539328946,Texas  USA,None,vipersan,432,9148,en,23-03-2017
844906519086977029,Thu Mar 23 13:39:46 +0000 2017,I highly doubt #Horizon2020 will happen for #UK after #Brexit ... ,0,,3422412809,Edinburgh  Scotland,None,NorthPoleAnna,130,471,de,23-03-2017
844906521335119874,Thu Mar 23 13:39:46 +0000 2017, #EU4ME #StopBrexit //t.co/yFpVehm234,0,,1242631568,Lambeth  London,None,AngieMeader,7793,85459,en,23-03-2017
844906551542460416,Thu Mar 23 13:39:54 +0000 2017,  Would Russia like to see more Brexits? Yes  says FBI Director James Comey #Brexit #UKIP #Putin #Trump ...,0,,1242631568,Lambeth  London,None,AngieMeader,7793,85460,en,23-03-2017
844906563995340800,Thu Mar 23 13:39:57 +0000 2017,  #SNP are in denial but @strathearnrose  revealed their real feelings  #Indyref2 #brexit #Remain #Celtic #sturgeon... ,0,,359493173,Glasgow,None,super_thornlie,1096,7068,en,23-03-2017
844906581007392768,Thu Mar 23 13:40:01 +0000 2017,   Brexit ... ,0,,978218107,Thailand,None,NoonSathirapany,638,61258,en,23-03-2017
844906617527291906,Thu Mar 23 13:40:09 +0000 2017,   Wiretapped-Dennis Montgomery 47 HD's 600 Million Pgs #TheHammer #Crowdstrike #MAGA #pedogate #AmericaFirst #CCOT... ,0,,754998244606898176,Kentucky,None,bartman1078,672,1119,en,23-03-2017
844906621906096129,Thu Mar 23 13:40:10 +0000 2017,  UPDATE: Britain to trigger process for leaving #EU on March 29  officially starting two-year #Brexit negotiations... ,0,,813836228076376064,Kingdom of Saudi Arabia,None,mohdsalim30,26,34,en,23-03-2017
844906640184766464,Thu Mar 23 13:40:15 +0000 2017,  Thoughts on the impact of #Brexit on #financialservices industry in @FISGlobal and @Aite paper... ,0,,59165985,Chennai  Tamil Nadu,None,Jerrygopi,753,489,en,23-03-2017
844906640855969793,Thu Mar 23 13:40:15 +0000 2017,  #Trump #brexit ,0,,1209922952,Polska,None,KonradUrbanik,181,517,pl,23-03-2017
844906642235932674,Thu Mar 23 13:40:15 +0000 2017,  'The UK is seen as a safe market and #BREXIT won't change this' - Paul Marsh  Capital Investment Directorate... ,0,,129563535,London  England,None,ThePlanner_RTPI,627,6273,en,23-03-2017
844906655062069248,Thu Mar 23 13:40:18 +0000 2017,  4 jours avant le declenchement du #Brexit  l'UE fetera les 60 ans du traite de Rome  traite fondateur de l'Europe. L'ironi...,0,,150957872,Breizh pointe du Raz,None,BZHanAVEL,471,25770,fr,23-03-2017
844906660338503680,Thu Mar 23 13:40:20 +0000 2017,   #EU4ME #StopBrexit //t.co/As1AhOkrRr,0,,792782917638455296,Spain,None,BremainInSpain,413,1487,en,23-03-2017
844906662439866368,Thu Mar 23 13:40:20 +0000 2017,  Yes: keep making it clear that the march on 25 March is STOP #BREXIT. There are no hard &amp; soft Brexits  there's onl... ,0,,798850380390023169,European Union,None,nordicsigns,99,2941,en,23-03-2017
844906664960671745,Thu Mar 23 13:40:21 +0000 2017,  #Brexit provides a unique opportunity to bring Britain's energy bills down. See the IEA's latest report:... ,0,,282958568,Northern Ireland,None,EimhearLibNI,590,25523,en,23-03-2017
844906672686542849,Thu Mar 23 13:40:23 +0000 2017,irresponsible of //t.co/QBurrYyh3e,0,,50371199,Greenwich  London,None,ashic,1007,48885,en,23-03-2017
844906685504393216,Thu Mar 23 13:40:26 +0000 2017,  Just proves a #MuslimBan can't defeat #ISIS &amp; sadly I fear #Trump &amp; #Brexit will make us LESS safe#londonattack... ,0,,1331204348,Austria Vienna / Waldviertel,None,woifim,999,25375,de,23-03-2017
844906688352268289,Thu Mar 23 13:40:26 +0000 2017,  I highly doubt #Horizon2020 will happen for #UK after #Brexit ... ,0,,1331204348,Austria Vienna / Waldviertel,None,woifim,999,25376,de,23-03-2017
844906691401580544,Thu Mar 23 13:40:27 +0000 2017,  This attack on UK  let PM confortable on #Brexit legitimacy,0,,1331204348,Austria Vienna / Waldviertel,None,woifim,999,25377,de,23-03-2017
844906728835764225,Thu Mar 23 13:40:36 +0000 2017,You Londoners had more outrage over Brexit and Trump visiting than you did over the #londonattack #brexit #trump #leave#remain,0,,2882522144,Rochester  Kent,None,alfitfighters,502,3566,en,23-03-2017
844906732195328000,Thu Mar 23 13:40:37 +0000 2017,  Clapper The Crapper Knew About #TheHammer #MAGA #pedogate #TrumpTrain #AmericaFirst #ObamaGate #TCOT #MCGA... ,0,,793194936267145216,Michigan  USA,None,dieb1948,103,35110,en,23-03-2017
844906750683893760,Thu Mar 23 13:40:41 +0000 2017,Alastair Campbell returns to newspapers: Becomes Editor-at-large at //t.co/Y653oPutcL,0,,38694874,Europe,None,inmaeurope,482,1416,en,23-03-2017
844906750746746880,Thu Mar 23 13:40:41 +0000 2017,Alastair Campbell returns to newspapers: Becomes Editor-at-large at //t.co/PUDyV2UgiM,0,,10331952,Europe,None,tomcorbettlfc,89,9265,en,23-03-2017
844906755440152578,Thu Mar 23 13:40:42 +0000 2017,Exporters enjoying Brexit 'sweet spot' from weak pound  says Bank of England deputy...  #Brexit,0,,2805871670,london,None,mediat_en,1105,8364,en,23-03-2017
844906785983135745,Thu Mar 23 13:40:50 +0000 2017,  Tories: you're not reporting any of the benefits of #Brexit. BBC: tell us what they are and we'll report them. Tories: Bre...,0,,1433034876,London  England,None,FrancisChubb,142,1366,en,23-03-2017
844906789665755136,Thu Mar 23 13:40:50 +0000 2017,   Wiretapped-Dennis Montgomery 47 HD's 600 Million Pgs #TheHammer #Crowdstrike #MAGA #pedogate #AmericaFirst #CCOT... ,0,,861681751,Miami  FL,None,iiarwatch,6272,49367,en,23-03-2017
844906793381875712,Thu Mar 23 13:40:51 +0000 2017,  Very odd that this major commentator ignored by #bbcgms @BBCRadioScot yet 3 other economists given space to air wor... ,0,,57736085,Scotland Kenya ,None,gregalach,2291,57674,en,23-03-2017
844906809404133376,Thu Mar 23 13:40:55 +0000 2017,  #Britain reaping benefits of #Brexit; Manufacturing activity surges to highest level in 25 years ,0,,749828096,Langhorne  PA,None,PeggyZ824,695,31537,en,23-03-2017
844906819449487361,Thu Mar 23 13:40:58 +0000 2017,#boom another #brexit bombshell...  #EU4ME ,0,,80288429,UK,None,Trouble141,168,2605,en,23-03-2017
844906838097367040,Thu Mar 23 13:41:02 +0000 2017, #EU4ME #StopBrexit //t.co/NKAnm2MLrR,0,,1242631568,Lambeth  London,None,AngieMeader,7793,85465,en,23-03-2017
844906840932667392,Thu Mar 23 13:41:03 +0000 2017,   #punk #new #wave #oi #brexit  @gagorder @vivelerock #sex #pistols #the #damned,0,,781570414061424640,London  England,None,derellasmayhem,125,186,en,23-03-2017
844906841679302657,Thu Mar 23 13:41:03 +0000 2017,Free UK delivery is available for a limited time on our #EU themed #London polo shirt! &gt;&gt;&gt; ,0,,844317984214695936,United Kingdom,None,CityPolos,5,2,en,23-03-2017
844906848834797568,Thu Mar 23 13:41:05 +0000 2017,  POTUS Wiretapped  Chief Justice &amp; Others Wiretapped 47 HD's  600 Million Pages #MAGA #TheHammer #pedogate... ,0,,793194936267145216,Michigan  USA,None,dieb1948,103,35113,en,23-03-2017
844906853620498433,Thu Mar 23 13:41:06 +0000 2017,  POTUS Trump Was Target #TheHammer #Crowdstrike #MAGA #pedogate #TrumpTrain #AmericaFirst #ObamaGate #cdnpoli #Brexit https://...,0,,2174785551,St Paul  MN,None,DiCapiak,70,908,en,23-03-2017
844906872184328192,Thu Mar 23 13:41:10 +0000 2017,  A #Dystopian Tale of #Racism  #Radicalisation &amp; #Revenge in Post #Brexit #UK #ELEV8TINDIES #IAN1 #IAG #RRBC https://t...,0,,1257645007,Kirkland  WA,None,W_Angels_Wings,99458,582156,en,23-03-2017
844906883823685632,Thu Mar 23 13:41:13 +0000 2017,  The Deal Economy UK Conference Reveals Upbeat Forecast for M&amp;A  @TheDealNewsroom #brexit #Article50,0,,314005753,New York  NY,None,TheDealNewsroom,3060,19136,en,23-03-2017
844906886063423488,Thu Mar 23 13:41:13 +0000 2017,  !!! MAKE IT TREND TWITTER IS SHADOW BANNING #NUNES #THEHAMMER #Vault7 ,0,,749828096,Langhorne  PA,None,PeggyZ824,695,31538,en,23-03-2017
844906890589081600,Thu Mar 23 13:41:14 +0000 2017,  Whistleblower #DennisMontgomery Informed Us About #TheHammer#MAGA #pedogate #AmericaFirst #DrainTheSwamp... ,0,,814578253444870144,New York,None,Evarescue,207,2738,en,23-03-2017
844906906875514884,Thu Mar 23 13:41:18 +0000 2017,  Threat to UK firms' credit rating from cliff-edge Brexit says Moody's via //...,0,,252668370,U.K.,None,jeromethegnome,4369,45826,en,23-03-2017
844906924441264129,Thu Mar 23 13:41:23 +0000 2017,Latest despite #Brexit good news story: ,0,,705803305780436993,Manchester  England,None,manchesterleave,985,1732,en,23-03-2017
844906955353341953,Thu Mar 23 13:41:30 +0000 2017,  REPO: British airlines will see key European routes axed unless they relocate after #Brexit via //t...,0,,49609777,NE England,None,Scunner666,1857,43964,en,23-03-2017
844906966732427264,Thu Mar 23 13:41:33 +0000 2017,#Social #EU //t.co/m2X7YTJ6q0 Via #Twitter @EBFBrecht @anddemidov @MauriceLimmen #brexit,0,,2265280308,#Social #Europe #News #Network,None,SocialEuropean,154,10969,en,23-03-2017
844906992942694401,Thu Mar 23 13:41:39 +0000 2017,  The Deal Economy UK Conference Reveals Upbeat Forecast for M&amp;A  @TheDealNewsroom #brexit #Article50,0,,14216123,New York City,None,jimcramer,487,74068,en,23-03-2017
844906993802457097,Thu Mar 23 13:41:39 +0000 2017,  Whoops. ,0,,736985780682362880,France - Ecosse - City - Kent,None,TilouHdF,559,287,en,23-03-2017
844906996553932800,Thu Mar 23 13:41:40 +0000 2017,  Yes: keep making it clear that the march on 25 March is STOP #BREXIT. There are no hard &amp; soft Brexits  there's onl... ,0,,197949238,South Gloucestershire  UK,None,tmvmedia,1979,19040,en,23-03-2017
844906998596583424,Thu Mar 23 13:41:40 +0000 2017,  Para los islamistas su unica patria y su fidelidad es para el Coran y como en todas las religiones su interpretacio... ,0,,473031560,girona,None,nagusticasals,1993,92086,ca,23-03-2017
844907007601786880,Thu Mar 23 13:41:42 +0000 2017,You Londoners had more outrage over Brexit and Trump visiting than you did over the #londonattack #brexit #trump #leave #remain,0,,2882522144,Rochester  Kent,None,alfitfighters,502,3566,en,23-03-2017
844907014992072705,Thu Mar 23 13:41:44 +0000 2017,So 'into the EU' that less than 42% of the registered electorate in Scotland voted Remain.That 42% included many co... ,0,,806059355737038848,Scotland  United Kingdom,None,DonaldTroosers,1326,1709,en,23-03-2017
844907015625412608,Thu Mar 23 13:41:44 +0000 2017,  Yes: keep making it clear that the march on 25 March is STOP #BREXIT. There are no hard &amp; soft Brexits  there's onl... ,0,,1531709850,Cambridge  UK,None,NeilLaister,1076,3769,en,23-03-2017
844907020876742658,Thu Mar 23 13:41:46 +0000 2017,  Not wanting Sharia in my country is NOT racist. I don't want Nazism or Cannibalism either  get it?  #B...,0,,275624893,Newtown  CT,None,cmarion8,570,1421,en,23-03-2017
844907029730856962,Thu Mar 23 13:41:48 +0000 2017,  Would Russia like to see more Brexits? Yes  says FBI Director James Comey #Brexit #UKIP #Putin #Trump ...,0,,539903991,Europe  United Kingdom,None,hermeshermu,1219,974,en,23-03-2017
844907035586183169,Thu Mar 23 13:41:49 +0000 2017,  Then UK sends a huge amount of money to the EU No we don't! We make billions in trade back though! #Brexit #LeaveL... https://...,0,,400625322,UK,None,TSM001,99,545,en,23-03-2017
844907077910847488,Thu Mar 23 13:41:59 +0000 2017, #EU4ME #StopBrexit //t.co/7pVYShEhEi,0,,1242631568,Lambeth  London,None,AngieMeader,7795,85471,en,23-03-2017
844907087297728512,Thu Mar 23 13:42:01 +0000 2017,  Brexit could see UK influence over AI dramatically decline  #brexit #ArtificialIntelligence... ,0,,777525409663610880,UK,None,TalkUKTelecoms,639,35725,en-gb,23-03-2017
844907095791226885,Thu Mar 23 13:42:03 +0000 2017,  UK millionaires think Brexit will make them even richer via //t.co/zSX0FsDThJ,0,,69558002,London,None,csibike1,1432,47738,en,23-03-2017
844907096781008896,Thu Mar 23 13:42:04 +0000 2017,  Scotland has no army  no diplomatic recognition &amp; belongs to no international bodies. That is not being independent. #L...,0,,762950546324066304,Saltburn-by-the-Sea  England,None,KettlewellCraig,59,8217,en,23-03-2017
844907142851284992,Thu Mar 23 13:42:15 +0000 2017,  Alastair Campbell returns to newspapers: Becomes Editor-at-large at //...,0,,10331952,Europe,None,tomcorbettlfc,89,9266,en,23-03-2017
844907143203565574,Thu Mar 23 13:42:15 +0000 2017,Nationalism  ) {without Melanie Phillips &amp; Michael Portillo  thank god!... ,0,,20083727,London  England,None,GringoPeruano,817,11857,en,23-03-2017
844907154788233216,Thu Mar 23 13:42:17 +0000 2017,When a thesaurus replaces thought ,0,,130190749,here and there,None,GawainTowler,4237,70623,en,23-03-2017
844907164078657537,Thu Mar 23 13:42:20 +0000 2017,  Read the recent @policyatkings &amp; @UniversitiesUK report on the future of UK research collaboration post-#Brexit.... ,0,,81812518,London,None,UniversitiesUK,587,7235,en,23-03-2017
844907164082851840,Thu Mar 23 13:42:20 +0000 2017,#UK-based #airlines told to move to #Europe after #Brexit or lose major routes ,0,,4889365470,Global,None,Rick97917759,1256,22454,en,23-03-2017
844907175860469761,Thu Mar 23 13:42:22 +0000 2017,@ChildOfAlba  Pretty much sums up my thoughts too! Just saying all the stuff that the media likes to hear. A convenient #brexit smokescreen?,0,,2730055159,West Lothian,None,tongs_ya_bass,1478,16702,en,23-03-2017
844907177395568640,Thu Mar 23 13:42:23 +0000 2017,#brexit effigy of #theresamay with gun to mouth on @uniteforeurope march on saturday is metaphor for suicide.  not offensive,0,,80393771,Leamington Spa  England,None,garside66,296,3468,en,23-03-2017
844907210677325824,Thu Mar 23 13:42:31 +0000 2017,@lesbonner @g_m_hodgson @Independent What we really need is a cross party alliance to oppose #Brexit,0,,3769352597,Cambridge  England,None,AgendaForReform,324,8200,en-gb,23-03-2017
844907218424221696,Thu Mar 23 13:42:33 +0000 2017,  #Brexit is good for Scotland as long as she wants out of the UK. Another reason why I supported #Brexit. #ScotRef https://t....,0,,219425028,Scotland  United Kingdom,None,StillYesScot,4533,82207,en,23-03-2017
844907233519423488,Thu Mar 23 13:42:36 +0000 2017,Pathetic mainstream media doesn't report this as an extremist Islamic attack. #londonattack #london #fakenews. Glad... ,0,,838170088469491712,Perth  Western Australia,None,sixpackboss,22,67,en,23-03-2017
844907264708415488,Thu Mar 23 13:42:44 +0000 2017,  When a thesaurus replaces thought ,0,,90468233,England,None,themsmint,412,22837,en,23-03-2017
844907268936253444,Thu Mar 23 13:42:45 +0000 2017,  Unite for Europe - National March to Parliament  March 25th 2017 #Brexit #London ...,0,,187516575,England  Scotland  USA,None,KevinSharpe59,1291,119431,en,23-03-2017
844907269989060609,Thu Mar 23 13:42:45 +0000 2017,  Then UK sends a huge amount of money to the EU No we don't! We make billions in trade back though! #Brexit #LeaveL... https://...,0,,1531709850,Cambridge  UK,None,NeilLaister,1076,3771,en,23-03-2017
844907289723228161,Thu Mar 23 13:42:50 +0000 2017,  POTUS Wiretapped  Chief Justice &amp; Others Wiretapped 47 HD's  600 Million Pages #MAGA #TheHammer #pedogate... ,0,,828183702354042880,United States,None,k2patriot,599,3731,en,23-03-2017
844907300083126272,Thu Mar 23 13:42:52 +0000 2017,  Read the recent @policyatkings &amp; @UniversitiesUK report on the future of UK research collaboration post-#Brexit.... ,0,,285754274,London  England,None,rodolfobenitesn,340,2636,es,23-03-2017
844907317523107840,Thu Mar 23 13:42:56 +0000 2017,  Read the recent @policyatkings &amp; @UniversitiesUK report on the future of UK research collaboration post-#Brexit.... ,0,,122851936,NRI,None,IndianCrixus,457,4579,en,23-03-2017
844907334304444416,Thu Mar 23 13:43:00 +0000 2017,Dastis: #Espana y #UK tendran que hablar de #Gibraltar tras el #Brexit  via @eldiarioes,0,,4808177733,Buenos Aires  Argentina,None,Andre20555975,317,2990,es,23-03-2017
844907348003094528,Thu Mar 23 13:43:04 +0000 2017,Views of  ,0,,413805800,Wolverhampton,None,JohnCorser_Star,536,15036,en,23-03-2017
844907357176020992,Thu Mar 23 13:43:06 +0000 2017,   #EU4ME #StopBrexit //t.co/As1AhOkrRr,0,,429051707,Cambridge  UK,None,Lord_Drainlid,875,20793,en,23-03-2017
844907370820124675,Thu Mar 23 13:43:09 +0000 2017,You Londoners had more outrage over Brexit and Trump visiting than you did over the #londonattack #brexit #trump #leave #remain,0,,780840449963532288,Little England,None,TakingJobs,100,12716,en,23-03-2017
844907398380883968,Thu Mar 23 13:43:16 +0000 2017,  Threat to UK firms' credit rating from cliff-edge Brexit says Moody's via //...,0,,282550312,North Highlands,None,0drat,337,10369,en,23-03-2017
844907404202561536,Thu Mar 23 13:43:17 +0000 2017, #EU4ME #StopBrexit //t.co/syzGwKIFGF,0,,1242631568,Lambeth  London,None,AngieMeader,7795,85475,en,23-03-2017
844907412100452352,Thu Mar 23 13:43:19 +0000 2017,  BS  so many #Leave voters believed the lies  and everybody voted blind  we still have no clue what #Brexit will mea... ,0,,730113636597903360,England  United Kingdom,None,t0nestweets,141,492,en-GB,23-03-2017
844907430916083713,Thu Mar 23 13:43:23 +0000 2017,  Did Britain have to ask Brussels to hold a referendum! This self-government and independence talk is a pack of lies... ,0,,762950546324066304,Saltburn-by-the-Sea  England,None,KettlewellCraig,59,8218,en,23-03-2017
844907474473889792,Thu Mar 23 13:43:34 +0000 2017,Ataque en #Londres no retrasara comienzo de proceso de #Brexit: portavoz de primera ministra... ,0,,201867844,Chile,None,ReutersLatam,404,61947,es,23-03-2017
844907484506603521,Thu Mar 23 13:43:36 +0000 2017,  Question marks over the Tory govmt that decided to hold the #EUref... #brexit was void from the very beginning... https:...,0,,796330950204555264,Pale Blue Dot,None,Mito1071,1025,3125,en,23-03-2017
844907486339629057,Thu Mar 23 13:43:37 +0000 2017,  Yes campaign tipped to push #Brexit-style take back control message #indyref2 ...,0,,831624810006446081,Edinburgh,None,SCER_eu,354,51,en-gb,23-03-2017
844907508368072705,Thu Mar 23 13:43:42 +0000 2017,  Follow online my #Brexit discussion with @carlbildt and @DouglasCarswell at the #BrusselsForum 5.45pm local time -... ,0,,115702663,London,None,james_randerson,1767,9884,en,23-03-2017
844907521240371200,Thu Mar 23 13:43:45 +0000 2017,  Unite for Europe - National March to Parliament  March 25th 2017 #Brexit #London ...,0,,388291018,Cambridge,None,OlafCorry,452,3265,en,23-03-2017
844907540240584707,Thu Mar 23 13:43:49 +0000 2017,  Scottish Euroscepticism: More Scots feel more British than 'European'  per Survey.   #Brexit #ScotRef ...,0,,174202438,Angus  Scotland  UK  ,None,TommyYoung22,4139,86008,en,23-03-2017
844907562302607360,Thu Mar 23 13:43:55 +0000 2017,  @lesbonner @g_m_hodgson @Independent What we really need is a cross party alliance to oppose #Brexit,0,,2168155795,UK,None,g_m_hodgson,5000,53594,en-gb,23-03-2017
844907566123634688,Thu Mar 23 13:43:56 +0000 2017,  What happens to UK research post brexit - new //t.co/OvayOJZlpl,0,,62500160,london,None,hanariaz,1416,29891,en,23-03-2017
844907583139930113,Thu Mar 23 13:44:00 +0000 2017,#Brexit and Jo Cox murder were also thrown around yesterday by the uneducated. These are the labels used to try defer from the facts,0,,307260133,Westcliff   essex,None,JimmyODonn,906,3387,en,23-03-2017
844907587690790912,Thu Mar 23 13:44:01 +0000 2017,  BS  so many #Leave voters believed the lies  and everybody voted blind  we still have no clue what #Brexit will mea... ,0,,3303045473,Oxford  England,None,thoughtsoffelix,109,736,en,23-03-2017
844907591281119232,Thu Mar 23 13:44:02 +0000 2017,  .@IoDNI the strength of our membership in NI  and crucially the desire for no return to a hard border with Ireland after #...,0,,297024066,All over the place,None,Earthwormal,2209,17087,en,23-03-2017
844907604719665153,Thu Mar 23 13:44:05 +0000 2017,  The sooner we agree on principles of orderly withdrawal  the more time for trade discussions afterwards. #corplenary #br...,0,,788854815325585409,Belgium,None,robmurphybe,141,1612,en-gb,23-03-2017
844907607265628160,Thu Mar 23 13:44:05 +0000 2017,  twitter shadow blocking #Nunes #ComeyHearing #FBI #DNC #GOP #TheHammer #Vault7 #obamagate #brexit #trump #maga ... ,0,,2923240631,Chesapeake  VA,None,invmyers,310,5457,en,23-03-2017
844907633719042052,Thu Mar 23 13:44:12 +0000 2017,The Brexit Stoppers  Democracy Deniers  Tony Blair!  #brexit #blair #globalism,0,,379851447,London UK,None,Col_Connaughton,2016,1232487,en,23-03-2017
844907638378942464,Thu Mar 23 13:44:13 +0000 2017,  EU chief negotiator Michel Barnier addresses #CoRplenary on #Brexit. Cites need for a deal and unity among #EU27 https...,0,,788854815325585409,Belgium,None,robmurphybe,141,1613,en-gb,23-03-2017
844907664761143296,Thu Mar 23 13:44:19 +0000 2017,  #Brexit: pour @pierregramegna on a exagere la portee reelle et les consequences eventuelles @ALFIfunds #ALFIEAM17... ,0,,823207267,Luxembourg,None,ALFIfunds,551,7290,en,23-03-2017
844907671635591169,Thu Mar 23 13:44:21 +0000 2017,#Brexit brings new challenges for #retail sector as transaction volumes decline. 21% down YOY //t.co/KhnNCinouS,0,,1622995297,London,None,JamesChildEG,2826,1155,en-gb,23-03-2017
844907675163004928,Thu Mar 23 13:44:22 +0000 2017,  After a long period of speculation it's time 4 period when we need solutions @MMurphyCOR tells @MichelBarnier at... ,0,,788854815325585409,Belgium,None,robmurphybe,141,1614,en-gb,23-03-2017
844907698957307907,Thu Mar 23 13:44:27 +0000 2017,  Mar 21: MORGAN STANLEY: We will 'certainly' move people out of London before Brexit happens   #B...,0,,1242631568,Lambeth  London,None,AngieMeader,7795,85479,en,23-03-2017
844907705013817344,Thu Mar 23 13:44:29 +0000 2017,Divorces are always painful  but just walking away isnt going to lead to a happy outcome.  #no deal #brexit  ,0,,211834924,sheffield,None,c_cerulli,2384,4028,en,23-03-2017
844907722655105025,Thu Mar 23 13:44:33 +0000 2017,  Looking fwd to first public meeting of Seanad #brexit committee today  read my article here //t.c...,0,,174361600,Dublin & Proud,None,FraffieB,999,67951,en,23-03-2017
844907723355435008,Thu Mar 23 13:44:33 +0000 2017,Climate change helped cause Brexit  says Al Gore  #Brexit #Expats,0,,744175708013010944,Global,None,IIMGltd,121,10063,en,23-03-2017
844907738547269632,Thu Mar 23 13:44:37 +0000 2017,  New parliamentary delegation from @Althingi of #Iceland visiting #EFTA to participate in discussions on #trade &amp;... ,0,,788854815325585409,Belgium,None,robmurphybe,141,1615,en-gb,23-03-2017
844907738329157633,Thu Mar 23 13:44:37 +0000 2017,  An evenly divided country is absolutely not a basis for a massive change like #Brexit  let alone hard Brexit... ,0,,829662443337048065,Heart belongs to Scotland,None,Hap03071831,67,1308,en-gb,23-03-2017
