842342475738017793,Thu Mar 16 11:51:10 +0000 2017,RT @CricketAus: Steve Smith wins the toss and Australia will bat first in Ranchi #INDvAUS https://t.co/DGVWorkIjX,0,Twitter for Android,2578427952,peshawar pakistan,None,FahadAli1998,396,5212,en,16-03-2017
842342478602682368,Thu Mar 16 11:51:11 +0000 2017,Stumps Day_1 AUS 299/4 (90) Smith 144*(247) Maxwell 82*(145) AUS Opt. To bat  1st_innings 3rd_Test #INDvAUS #AUSvIND #CRICKET,0,Mobile Web (M2),3359930653,Lahore  Pakistan,None,Dogarcricket,4258,3912,en,16-03-2017
842342486622248960,Thu Mar 16 11:51:13 +0000 2017,RT @KLAY_sports: Captain Mark : 5000 Test runs Captain @stevesmith49 in his 97th innings.Congratulations!   #IndvAus #INDvsAUS... ,0,Twitter Web Client,823593490101608448,Bengaluru  India,None,KesavaMulinti,99,340,en,16-03-2017
842342500413132800,Thu Mar 16 11:51:16 +0000 2017,On a batting-friendly strip in Ranchi  Smith and Maxwell help #AUS take early honours. vishaal_CB reports https://t.co/tBVaYSTfeP #IndvAus,0,IFTTT,781094063642738688,India,None,IPL2017_U,19,12360,en,16-03-2017
842342504989097988,Thu Mar 16 11:51:17 +0000 2017,RT @BCCI: FIND  CATCH AND APPEAL - @Wriddhipops @stevesmith49 #INDvAUS https://t.co/nTIWPlgTih,0,Twitter for Android,723520852919242752,Coimbatore  India,None,1998Srikrishna,99,14851,en,16-03-2017
842342522907164672,Thu Mar 16 11:51:22 +0000 2017,RT @ICC: Steve Smith s 19th Test century helps Australia have the best of Day 1 of the 3rd #IndvAus Test  finishing 299/4:... ,0,Twitter for Android,3257820762,Kolkata  India,None,prabirsen89,72,3087,en,16-03-2017
842342530586939393,Thu Mar 16 11:51:23 +0000 2017,RT @ChickenBiryanii: Dedication for Balls  #IndvAus https://t.co/F7CBzVL8oO,0,Twitter for Android,465284211,New Delhi  Delhi,None,2minutemaggi,1393,6559,en,16-03-2017
842342531975266305,Thu Mar 16 11:51:24 +0000 2017,RT @BCCI: At Stumps on Day 1 of the 3rd @Paytm Test  Australia are 299/4 (Smith 117*  Maxwell 82*) #INDvAUS https://t.co/gYhuHGx265,0,Mobile Web (M2),805795173594578945,Balangir Odisha India,None,twittgobind,227,217,en,16-03-2017
842342535259406337,Thu Mar 16 11:51:25 +0000 2017,At the end of days play  Australia are 299/4. Smith is on 117 and Maxwell playing a mature knock on 82. So much in test cricket. #INDvAUS,0,Twitter Web Client,989137039,Hyderabad,None,SunRisers,312,22076,en,16-03-2017
842342536102465536,Thu Mar 16 11:51:25 +0000 2017,RT @SunRisers: At the end of days play  Australia are 299/4. Smith is on 117 and Maxwell playing a mature knock on 82. So much in test cric...,0,InteractWithBrands1,84298301,Hyderabad  India,None,myscribblings,3656,253979,en,16-03-2017
842342543689957380,Thu Mar 16 11:51:27 +0000 2017,RT @KLAY_sports: Will Steven Smith make his century (100 runs) in Ranchi test today??   #IndvAus Ishant Sharma Glenn Maxwell Umesh Yadav #B...,0,Twitter Web Client,823593490101608448,Bengaluru  India,None,KesavaMulinti,99,341,en,16-03-2017
842342558764212224,Thu Mar 16 11:51:30 +0000 2017,RT @ARamseyCricket: Virat Kohli heading to hospital for scans on damaged right shoulder  more will be known on extent of injury tomorrow mo...,0,Twitter for Android,283803950,Geelong  Victoria,None,Bugsy_GM,517,6092,en,16-03-2017
842342561826000896,Thu Mar 16 11:51:31 +0000 2017,RT @cricbuzz: On a batting-friendly strip in Ranchi  Smith and Maxwell help #AUS take early honours. @vishaal_CB reports https://t.co/c8iTE...,0,Twitter for Android,699427565220425728,Nepal,None,sagarsh41602065,75,26885,en,16-03-2017
842342569870798850,Thu Mar 16 11:51:33 +0000 2017,Hope it s not too bad https://t.co/ZIGe8UKZ06,0,Twitter for iPad,742085424386953216,Bengaluru  India,None,akshara_x,1077,29124,en,16-03-2017
842342573138186240,Thu Mar 16 11:51:34 +0000 2017,RT @mohanstatsman: Fewest innings to 19th Test 100 Ins Batsman    53 D Bradman   85 S Gavaskar  94 M Hayden    97 Steve Smith     105 S Ten...,0,Twitter for Android,723520852919242752,Coimbatore  India,None,1998Srikrishna,99,14852,en,16-03-2017
842342573792497666,Thu Mar 16 11:51:34 +0000 2017,RT @samuelfez: Maxwell s 73no is the highest score by an Australian No.6 since Steve Smith s 100 against South Africa in Centurion in Feb ...,0,Twitter for Android,870074383,Hyderabad  India,None,imKotiM,853,20247,en,16-03-2017
842342588850024449,Thu Mar 16 11:51:37 +0000 2017,On a batting-friendly strip in Ranchi  Smith and Maxwell help #AUS take early honours. vishaal_CB reports https://t.co/U6EtOQvL4e #IndvAus,0,IFTTT,2321720648,Ghotki  Pakistan,None,CricketCAREER,3,16470,en,16-03-2017
842342594872991744,Thu Mar 16 11:51:39 +0000 2017,RT @abcgrandstand: Gritty Smith  mature Maxwell fight to put Australia in strong position at stumps on day one https://t.co/ZlZDAVNxgA... ,0,TweetDeck,43234702,Brisbane,None,ABCNewsBrisbane,180,48838,en,16-03-2017
